"year","TRTID10","hinc","powner","pwht","pblk","pop"
"1980",36047043300,5702.999979,"8.41","8.00","18.98",3287.999988
"1980",36047043400,12885.99986,"24.48","88.29","0.76",2895.999968
"1980",36047043500,6316.999976,"15.35","5.08","26.83",4326.999984
"1980",36047043600,11542.99996,"19.05","87.25","0.65",3559.999987
"1980",36047043700,8584.999903,"18.86","4.78","27.85",4893.999944
"1980",36047043800,13562,"20.96","92.46","0.27",2255
"1980",36047043900,8871.000021,"20.62","15.35","13.83",3811.000009
"1980",36047044000,18631.00014,"36.33","95.44","0.22",2722.00002
"1980",36047044100,6904.000051,"13.43","46.10","0.52",4193.000031
"1980",36047044200,16406.00012,"35.42","93.90","0.45",2674.00002
"1980",36047044300,8728.999805,"13.95","49.37","10.52",6223.999861
"1980",36047044400,15416.99997,"28.28","92.83","0.09",3207.999994
"1980",36047044500,10281.99992,"17.90","42.28","0.12",3379.999975
"1980",36047044600,14544.99937,"34.60","94.47","0.00",1715.579361
"1980",36047044700,8865.000099,"9.97","43.83","1.61",1492.000017
"1980",36047044800,15418.17683,"44.02","90.26","0.34",1495.419057
"1980",36047044900,7644.504575,"9.58","18.62","48.50",3206.000038
"1980",36047045000,21296.00051,"28.87","95.69","0.17",1100.001629
"1980",36047045200,21705.00049,"38.57","95.99","0.33",2695.00006
"1980",36047045300,5928.999956,"7.50","5.16","5.35",1589.999988
"1980",36047045400,15188.00006,"40.96","90.10","0.27",1869.000007
"1980",36047045600,13214,"20.60","94.21","0.24",2108
"1980",36047045800,23427.00026,"58.97","98.80","0.00",1589.000018
"1980",36047046000,12518.50049,"22.54","86.51","2.91",2683.000018
"1980",36047046201,13764.99978,"14.84","92.60","1.53",2149.999965
"1980",36047046202,20417.00015,"44.60","95.59","0.13",1543.000011
"1980",36047046400,12278.00004,"43.35","81.39","0.36",2198.000007
"1980",36047046800,19792.00053,"54.82","96.48","0.00",1320.778828
"1980",36047047000,15212.30066,"46.03","96.36","0.13",2466.64331
"1980",36047047200,11360.00061,"30.13","70.16","3.98",3311.356903
"1980",36047047400,15400.99983,"42.43","96.42","0.03",3154.999965
"1980",36047047600,12655.99982,"40.86","94.25","0.34",3497.999951
"1980",36047047700,11302.99991,"31.01","75.61","0.76",2492.999981
"1980",36047047800,11371.0001,"28.20","74.20","1.80",3825.000033
"1980",36047048000,12585.99988,"26.15","82.27","0.40",2487.999977
"1980",36047048100,8901,"14.43","64.43","0.88",2165
"1980",36047048200,10755.00022,"14.22","76.02","7.28",4533.000091
"1980",36047048400,11285.00008,"16.19","75.51","5.47",4352.000032
