Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
3-00254-0004,151 JORALEMON STREET,BROOKLYN HEIGHTS,C6    -WALK-UP,       20,1905,"12,450","        453,554",     36.43,"        133,464",10.72,"        320,090","      2,566,000",    206.10,3-00243-0029,90 PIERREPONT STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       20,1900,"11,580","403,795",     34.87,"115,568",9.98,"288,226","3,165,000",    273.32,0.14,3-00263-0045,20 SIDNEY PLACE,BROOKLYN HEIGHTS,C1    -WALK-UP,       25,1890,"    12,024","438,034",     36.43,"128,897",10.72,"309,137","3,522,000",    292.91,0.08,3-00262-0008,75 STATE STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       14,1900,"     7,425","273,166",     36.79,"109,964",14.81,"163,202","2,023,000",    272.46,0.19
3-00255-0025,99 CLINTON STREET,BROOKLYN HEIGHTS,C6    -WALK-UP,       11,1900,"25,900","        949,753",     36.67,"        227,402",8.78,"        722,351","      5,790,000",    223.55,3-00243-0013,147 MONTAGUE STREET,BROOKLYN HEIGHTS,C7    -WALK-UP,       12,1900,"9,931","364,666",     36.72,"103,382",10.41,"261,285","3,139,000",    316.08,0.11,3-00226-0031,71 PINEAPPLE STREET,BROOKLYN HEIGHTS,C7    -WALK-UP,       18,1900,"    11,902","429,781",     36.11,"129,018",10.84,"300,764","1,636,000",    137.46,0.35,3-00249-0030,138 MONTAGUE STREET,BROOKLYN HEIGHTS,C7    -WALK-UP,       26,1960,"    16,334","598,968",     36.67,"143,413",8.78,"455,555","4,968,000",    304.15,0.1
3-00258-0106,65 ATLANTIC AVENUE,BROOKLYN HEIGHTS,C6    -WALK-UP,       16,1900,"6,920","        340,395",     49.19,"        108,921",15.74,"        231,474","      1,848,000",    267.05,3-00258-0048,42 COLUMBIA PLACE,BROOKLYN HEIGHTS,C1    -WALK-UP,       20,1900,"11,160","508,561",     45.57,"120,640",10.81,"387,922","3,104,000",    278.14,0.09,3-00259-0008,43 COLUMBIA PLACE,BROOKLYN HEIGHTS,C1    -WALK-UP,       12,1900,"     6,810","339,206",     49.81,"138,379",20.32,"200,827","1,602,000",    235.24,0.08,3-00262-0008,75 STATE STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       14,1900,"     7,425","365,236",     49.19,"153,623",20.69,"211,613","2,023,000",    272.46,0.09
3-00259-0047,30 WILLOW PLACE,BROOKLYN HEIGHTS,C6    -WALK-UP,       15,1900,"13,925","        571,204",     41.02,"        173,506",12.46,"        397,698","      3,188,000",    228.94,3-00243-0029,90 PIERREPONT STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       20,1900,"11,580","493,887",     42.65,"98,777",8.53,"395,110","3,165,000",    273.32,0.28,3-00254-0075,128 REMSEN STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       12,1890,"    10,375","307,515",     29.64,"95,761",9.23,"211,754","2,027,000",    195.37,0.25,3-00274-0035,88 STATE STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       14,1910,"     9,504","389,854",     41.02,"118,420",12.46,"271,434","2,175,000",    228.85,0.13
3-00262-0055,282 HENRY STREET,BROOKLYN HEIGHTS,C6    -WALK-UP,       11,1900,"5,850","        287,762",     49.19,"        100,737",17.22,"        187,025","      1,493,000",    255.21,3-00258-0048,42 COLUMBIA PLACE,BROOKLYN HEIGHTS,C1    -WALK-UP,       20,1900,"11,160","508,561",     45.57,"120,640",10.81,"387,922","3,104,000",    278.14,0.17,3-00262-0008,75 STATE STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       14,1900,"     7,425","365,236",     49.19,"153,623",20.69,"211,613","2,023,000",    272.46,0.02,3-00247-0019,7 MONTAGUE TERRACE,BROOKLYN HEIGHTS,C1    -WALK-UP,       12,1880,"     7,434","347,316",     46.72,"69,434",9.34,"277,883","2,222,000",    298.90,0.25
3-00266-0012,85 LIVINGSTON STREET,DOWNTOWN-FULTON MALL,D4    -ELEVATOR,      240,1964,"229,084","      9,561,966",     41.74,"      2,771,916",12.10,"      6,790,050","     54,416,000",    237.54,3-00176-0049,309 ATLANTIC AVENUE,BOERUM HILL,D7    -ELEVATOR,       28,2008,"23,000","1,185,190",     51.53,"328,670",14.29,"856,520","6,994,000",    304.09,0.24,3-00401-0050,599 BALTIC STREET,BOERUM HILL,D6    -ELEVATOR,       72,2015,"    61,158","2,925,187",     47.83,"585,282",9.57," 2,339,905","18,696,000",    305.70,0.87,3-00401-0041,110 4 AVENUE,BOERUM HILL,D6    -ELEVATOR,       50,2007,"    58,590","2,333,640",     39.83,"856,000",14.61,"1,477,640","11,842,000",    202.12,0.88
3-00268-0015,11 SCHERMERHORN STREET,BROOKLYN HEIGHTS,D4    -ELEVATOR,       29,1914,"31,920","      1,307,762",     40.97,"        392,297",12.29,"        915,466","      7,338,000",    229.89,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1    -ELEVATOR,       29,1920,"24,570","969,532",     39.46,"494,840",20.14,"474,692","3,806,000",    154.90,0.44,3-00247-0001,222 HICKS STREET,BROOKLYN HEIGHTS,D1    -ELEVATOR,       14,1900,"    11,800","516,604",     43.78,"129,092",10.94,"387,512","3,103,000",    262.97,0.27,3-00224-0005,107 COLUMBIA HEIGHTS,BROOKLYN HEIGHTS,D1    -ELEVATOR,      158,1960,"   149,499","7,015,988",     46.93,"2,330,689",15.59,"4,685,299","37,462,000",    250.58,0.55
3-00268-0030,38 LIVINGSTON STREET,BROOKLYN HEIGHTS,D4    -ELEVATOR,       24,1914,"27,690","      1,134,459",     40.97,"        340,310",12.29,"        794,149","      6,365,000",    229.87,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1    -ELEVATOR,       29,1920,"24,570","969,532",     39.46,"494,840",20.14,"474,692","3,806,000",    154.90,0.43,3-00247-0001,222 HICKS STREET,BROOKLYN HEIGHTS,D1    -ELEVATOR,       14,1900,"    11,800","516,604",     43.78,"129,092",10.94,"387,512","3,103,000",    262.97,0.27,3-00224-0005,107 COLUMBIA HEIGHTS,BROOKLYN HEIGHTS,D1    -ELEVATOR,      158,1960,"   149,499","7,015,988",     46.93,"2,330,689",15.59,"4,685,299","37,462,000",    250.58,0.53
3-00271-0047,96 SCHERMERHORN STREET,DOWNTOWN-FULTON MALL,D4    -ELEVATOR,      105,1928,"100,000","      3,038,000",     30.38,"        802,000",8.02,"      2,236,000","     17,806,000",    178.06,3-00193-0050,129 BOERUM PLACE,BOERUM HILL,D9    -ELEVATOR,       46,1999,"42,000","1,264,200",     30.10,"336,840",8.02,"927,360","12,489,000",    297.36,0.21,3-00241-0020,2 PIERREPONT STREET,BROOKLYN HEIGHTS,D1    -ELEVATOR,       41,1949,"    40,178","1,231,857",     30.66,"494,591",12.31,"737,266","8,651,000",    215.32,0.54,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3    -ELEVATOR,       47,1923,"    46,410","1,314,795",     28.33,"438,110",9.44,"876,685","8,837,000",    190.41,0.27
3-00276-0028,166 STATE STREET,BROOKLYN HEIGHTS,C6    -WALK-UP,       20,1900,"12,600","        489,510",     38.85,"        141,498",11.23,"        348,012","      2,789,000",    221.35,3-00263-0045,20 SIDNEY PLACE,BROOKLYN HEIGHTS,C1    -WALK-UP,       25,1890,"12,024","467,132",     38.85,"135,030",11.23,"332,103","3,522,000",    292.91,0.15,3-00243-0029,90 PIERREPONT STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       20,1900,"    11,580","431,818",     37.29,"121,358",10.48,"310,460","3,165,000",    273.32,0.32,3-00262-0008,75 STATE STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       14,1900,"     7,425","291,134",     39.21,"113,677",15.31,"177,458","2,023,000",    272.46,0.18
3-00279-0035,232 PACIFIC STREET,BOERUM HILL,C6    -WALK-UP,       16,1900,"8,400","        344,568",     41.02,"        104,664",12.46,"        239,904","      1,923,000",    228.93,3-00274-0035,88 STATE STREET,BROOKLYN HEIGHTS,C1    -WALK-UP,       14,1910,"9,504","389,854",     41.02,"118,420",12.46,"271,434","2,175,000",    228.85,0.33,3-00292-0002,211 CLINTON STREET,COBBLE HILL,C1    -WALK-UP,       16,1900,"    12,488","586,561",     46.97,"126,753",10.15,"459,808","3,677,000",    294.44,0.17,3-00306-0029,296 CLINTON STREET,COBBLE HILL,C1    -WALK-UP,       13,1900,"    10,014","363,308",     36.28,"189,164",18.89,"174,143","1,396,000",    139.40,0.27
3-00285-0010,122 ATLANTIC AVENUE,COBBLE HILL,C6    -WALK-UP,       14,1900,"9,615","        345,755",     35.96,"        118,168",12.29,"        227,587","      1,824,000",    189.70,3-00302-0037,194 COURT STREET,COBBLE HILL,C7    -WALK-UP,       16,1900,"8,736","315,370",     36.10,"102,561",11.74,"212,809","1,994,000",    228.25,0.23,3-00307-0006,265 CLINTON STREET,COBBLE HILL,C7    -WALK-UP,       15,1931,"     9,500","341,620",     35.96,"116,755",12.29,"224,865","1,134,000",    119.37,0.23,3-00284-0025,108 ATLANTIC AVENUE,COBBLE HILL,C7    -WALK-UP,       12,1915,"    11,490","394,222",     34.31,"196,134",17.07,"198,088","2,401,000",    208.96,0.04
3-00285-0030,214 CLINTON STREET,COBBLE HILL,C6    -WALK-UP,       35,1900,"27,525","      1,221,560",     44.38,"        532,058",19.33,"        689,501","      5,522,000",    200.62,3-00183-0047,373 PACIFIC STREET,BOERUM HILL,C1    -WALK-UP,       14,1930,"10,375","475,798",     45.86,"200,134",19.29,"275,664","2,651,000",    255.52,0.52,3-00302-0039,196 COURT STREET,COBBLE HILL,C7    -WALK-UP,       16,1900,"     8,736","374,862",     42.91,"169,216",19.37,"205,645","1,647,000",    188.53,0.18,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00291-0043,135 AMITY STREET,COBBLE HILL,C6    -WALK-UP,       12,1901,"7,680","        318,720",     41.50,"        117,043",15.24,"        201,677","      1,617,000",    210.55,3-00339-0053,265 UNION STREET,CARROLL GARDENS,C1    -WALK-UP,       16,1920,"9,090","376,508",     41.42,"185,981",20.46,"190,526","1,872,000",    205.94,0.45,3-00312-0038,251 KANE STREET,COBBLE HILL,C1    -WALK-UP,       12,1910,"    11,000","479,600",     43.60,"176,110",16.01,"303,490","1,300,000",    118.18,0.26,3-00297-0019,182 AMITY STREET,COBBLE HILL,C1    -WALK-UP,       40,1900,"    35,950","1,491,925",     41.50,"547,878",15.24,"944,047","5,944,000",    165.34,0.14
3-00292-0016,174 PACIFIC STREET,COBBLE HILL,C6    -WALK-UP,       28,1901,"32,052","      1,140,410",     35.58,"        358,982",11.20,"        781,428","      6,258,000",    195.25,3-00312-0038,251 KANE STREET,COBBLE HILL,C1    -WALK-UP,       12,1910,"11,000","391,380",     35.58,"123,200",11.20,"268,180","1,300,000",    118.18,0.23,3-00292-0002,211 CLINTON STREET,COBBLE HILL,C1    -WALK-UP,       16,1900,"    12,488","441,076",     35.32,"132,623",10.62,"308,454","3,677,000",    294.44,0.05,3-00403-0065,89 BUTLER STREET,CARROLL GARDENS,C1    -WALK-UP,       20,1900,"    15,980","573,043",     35.86,"245,932",15.39,"327,111","3,718,000",    232.67,0.36
3-00292-0049,177 AMITY STREET,COBBLE HILL,C6    -WALK-UP,       15,1910,"7,920","        393,703",     49.71,"        178,200",22.50,"        215,503","      1,719,000",    217.05,3-00339-0053,265 UNION STREET,CARROLL GARDENS,C1    -WALK-UP,       16,1920,"9,090","453,773",     49.92,"219,160",24.11,"234,613","1,872,000",    205.94,0.44,3-00302-0037,194 COURT STREET,COBBLE HILL,C7    -WALK-UP,       16,1900,"     8,736","432,432",     49.50,"182,408",20.88,"250,024","1,994,000",    228.25,0.11,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00292-0050,175 AMITY STREET,COBBLE HILL,C6    -WALK-UP,       17,1900,"13,725","        495,747",     36.12,"        198,189",14.44,"        297,558","      2,385,000",    173.77,3-00306-0029,296 CLINTON STREET,COBBLE HILL,C1    -WALK-UP,       13,1900,"10,014","363,308",     36.28,"189,164",18.89,"174,143","1,396,000",    139.40,0.17,3-00254-0081,142 REMSEN STREET,BROOKLYN HEIGHTS,D7    -ELEVATOR,       52,1936,"    41,742","1,500,625",     35.95,"417,420",10.00," 1,083,205","8,682,000",    207.99,0.32,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00302-0009,200 CONGRESS STREET,COBBLE HILL,D4    -ELEVATOR,      114,1952,"151,676","      7,571,666",     49.92,"      3,200,364",21.10,"      4,371,302","     34,870,000",    229.90,3-00339-0053,265 UNION STREET,CARROLL GARDENS,C1    -WALK-UP,       16,1920,"9,090","453,773",     49.92,"219,160",24.11,"234,613","1,872,000",    205.94,0.36,3-01015-0043,237 11 STREET,GOWANUS,D6    -ELEVATOR,      107,2015,"    92,722","4,627,755",     49.91,"1,676,414",18.08," 2,951,341","23,541,000",    253.89,1.29,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00302-0058,205 WARREN STREET,COBBLE HILL,C6    -WALK-UP,       27,1901,"33,000","      1,004,850",     30.45,"        448,140",13.58,"        556,710","      4,437,000",    134.45,3-00306-0026,290 CLINTON STREET,COBBLE HILL,C1    -WALK-UP,       22,1900,"8,565","260,804",     30.45,"116,313",13.58,"144,492","1,152,000",    134.50,0.07,3-01040-0061,117 15 STREET,GOWANUS,C1    -WALK-UP,       16,1931,"    20,020","585,585",     29.25,"246,246",12.30,"339,339","2,697,000",    134.72,1.38,3-00436-0020,356 UNION STREET,CARROLL GARDENS,C1    -WALK-UP,       20,1900,"    14,050","435,831",     31.02,"104,251",7.42,"331,580","2,646,000",    188.33,0.45
3-00355-0030,450 CLINTON STREET,CARROLL GARDENS,C6    -WALK-UP,       37,1900,"36,000","      1,668,960",     46.36,"        745,200",20.70,"        923,760","      7,387,000",    205.19,3-00302-0040,198 COURT STREET,COBBLE HILL,C7    -WALK-UP,       16,1900,"8,736","404,040",     46.25,"190,794",21.84,"213,246","1,705,000",    195.17,0.49,3-00183-0026,384 ATLANTIC AVENUE,BOERUM HILL,C7    -WALK-UP,       14,2001,"    13,295","617,819",     46.47,"259,917",19.55,"357,901","2,862,000",    215.27,0.81,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00385-0060,95 WYCKOFF STREET,BOERUM HILL,C6    -WALK-UP,       12,1931,"8,782","        452,624",     51.54,"        200,493",22.83,"        252,131","      2,008,000",    228.65,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7    -WALK-UP,       28,1900,"19,200","996,288",     51.89,"444,480",23.15,"551,808","4,395,000",    228.91,0.16,3-00234-0039,8 CLARK STREET,BROOKLYN HEIGHTS,D1    -ELEVATOR,       42,1931,"    19,392","992,676",     51.19,"436,514",22.51,"556,163","4,433,000",    228.60,0.9,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00476-0001,515 COURT STREET,CARROLL GARDENS,C6    -WALK-UP,       13,1930,"15,725","        656,519",     41.75,"        276,131",17.56,"        380,388","      3,049,000",    193.90,3-00459-0024,360 SMITH STREET,CARROLL GARDENS,D6    -ELEVATOR,       50,2011,"65,203","2,721,573",     41.74,"575,742",8.83,"2,145,831","17,197,000",    263.75,0.33,3-00452-0001,363 BOND STREET,GOWANUS,D6    -ELEVATOR,      272,2014,"   254,214","10,707,494",     42.12,"2,715,006",10.68," 7,992,488","64,057,000",    251.98,0.52,3-00467-0044,115 4 PLACE,CARROLL GARDENS,C1    -WALK-UP,       16,1906,"     8,300","346,525",     41.75,"145,748",17.56,"200,777","2,022,000",    243.61,0.2
3-00576-0012,79 WOLCOTT STREET,RED HOOK,C6    -WALK-UP,       20,2006,"31,780","      1,002,659",     31.55,"        480,514",15.12,"        522,145","      4,168,000",    131.15,3-00312-0038,251 KANE STREET,COBBLE HILL,C1    -WALK-UP,       12,1910,"11,000","351,230",     31.93,"188,320",17.12,"162,910","1,300,000",    118.18,1.13,3-00355-0018,172 CARROLL STREET,CARROLL GARDENS,C7    -WALK-UP,       13,1950,"    13,200","411,444",     31.17,"173,052",13.11,"238,392","1,901,000",    144.02,0.78,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00576-0024,71 WOLCOTT STREET,RED HOOK,C6    -WALK-UP,       20,2007,"31,780","      1,002,659",     31.55,"        480,514",15.12,"        522,145","      4,168,000",    131.15,3-00312-0038,251 KANE STREET,COBBLE HILL,C1    -WALK-UP,       12,1910,"11,000","351,230",     31.93,"188,320",17.12,"162,910","1,300,000",    118.18,1.12,3-00355-0018,172 CARROLL STREET,CARROLL GARDENS,C7    -WALK-UP,       13,1950,"    13,200","411,444",     31.17,"173,052",13.11,"238,392","1,901,000",    144.02,0.77,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-00597-0009,135 COFFEY STREET,RED HOOK,C6    -WALK-UP,       20,2010,"27,497","        796,038",     28.95,"        344,812",12.54,"        451,226","      3,585,000",    130.38,3-01040-0061,117 15 STREET,GOWANUS,C1    -WALK-UP,       16,1931,"20,020","585,585",     29.25,"246,246",12.30,"339,339","2,697,000",    134.72,1.34,3-00436-0022,360 UNION STREET,CARROLL GARDENS,C1    -WALK-UP,       16,1920,"    10,248","293,605",     28.65,"130,969",12.78,"162,636","1,291,000",    125.98,1.2,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
