Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
1-01304-0029,155 EAST 49 STREET,MIDTOWN CBD,D4  -ELEVATOR,71,1924,"43,796","1,771,548",40.45,"725,262",16.56,"1,046,286","8,530,000",194.77,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1  -ELEVATOR,25,1928,"15,402","604,220",39.23,"300,493",19.51,"303,727","3,676,000",238.67,0.15,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,151,126",40.45,"471,264",16.56,"679,862","8,261,000",290.29,0.13,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,028,006",40.63,"883,478",17.70,"1,144,528","9,817,000",196.68,0.19
1-01310-0059,136 EAST 56 STREET,MIDTOWN CBD,D4  -ELEVATOR,159,1962,"197,972","8,946,355",45.19,"3,492,226",17.64,"5,454,129","44,357,000",224.06,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6  -ELEVATOR,203,1957,"204,269","8,818,293",43.17,"3,701,354",18.12,"5,116,938","43,057,000",210.79,0.1,1-01312-0033,157 EAST 57 STREET,MIDTOWN CBD,D6  -ELEVATOR,121,1960,"173,168","7,915,509",45.71,"3,577,651",20.66,"4,337,858","35,194,000",203.24,0.14,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","4,857,247",45.19,"1,896,035",17.64,"2,961,212","26,972,000",250.94,0.11
1-01311-0065,110 EAST 57 STREET,MIDTOWN CBD,D4  -ELEVATOR,112,1957,"155,000","7,435,350",47.97,"3,019,400",19.48,"4,415,950","35,826,000",231.14,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6  -ELEVATOR,203,1957,"204,269","9,496,466",46.49,"4,193,643",20.53,"5,302,823","43,057,000",210.79,0.13,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","5,314,058",49.44,"1,987,398",18.49,"3,326,661","26,972,000",250.94,0.09,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01312-0028,153 EAST 57 STREET,MIDTOWN CBD,D4  -ELEVATOR,191,1960,"135,841","6,297,589",46.36,"2,015,880",14.84,"4,281,708","34,794,000",256.14,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","5,201,199",48.39,"1,542,410",14.35,"3,658,789","26,972,000",250.94,0.06,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6  -ELEVATOR,203,1957,"204,269","9,469,911",46.36,"3,031,352",14.84,"6,438,559","43,057,000",210.79,0.16,1-01309-0039,162 EAST 55 STREET,MIDTOWN CBD,D7  -ELEVATOR,34,1941,"25,000","1,144,000",45.76,"376,500",15.06,"767,500","7,204,000",288.16,0.16
1-01312-0069,475 PARK AVENUE,MIDTOWN CBD,D4  -ELEVATOR,64,1908,"122,801","6,071,281",49.44,"2,263,222",18.43,"3,808,059","30,869,000",251.37,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","5,314,058",49.44,"1,987,398",18.49,"3,326,661","26,972,000",250.94,0.11,1-01272-0001,60 WEST 57 STREET,MIDTOWN WEST,D6  -ELEVATOR,250,1963,"303,642","15,349,103",50.55,"6,598,141",21.73,"8,750,962","70,088,000",230.82,0.35,1-01421-0005,205 EAST 66 STREET,UPPER EAST SIDE (59-79),D7  -ELEVATOR,257,1880,"170,424","6,864,679",40.28,"2,927,884",17.18,"3,936,794","32,087,000",188.28,0.49
1-01313-0001,485 PARK AVENUE,MIDTOWN CBD,D4  -ELEVATOR,25,1922,"82,644","3,760,302",45.50,"1,366,932",16.54,"2,393,370","19,449,000",235.33,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","4,960,433",46.15,"1,527,362",14.21,"3,433,071","26,972,000",250.94,0.14,1-01305-0023,135 EAST 50 STREET,MIDTOWN CBD,D7  -ELEVATOR,107,1924,"70,836","3,223,038",45.50,"1,171,627",16.54,"2,051,411","17,195,000",242.74,0.41,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","13,847,095",42.71,"4,915,054",15.16,"8,932,041","66,595,000",205.41,0.2
1-01321-0011,225 EAST 47 STREET,MIDTOWN EAST,D4  -ELEVATOR,64,1939,"42,000","1,741,320",41.46,"563,220",13.41,"1,178,100","9,597,000",228.50,1-01321-0034,230 EAST 48 STREET,MIDTOWN EAST,D7  -ELEVATOR,68,1928,"68,564","2,644,513",38.57,"1,122,393",16.37,"1,522,121","12,411,000",181.01,0,1-01344-0036,330 EAST 52 STREET,MIDTOWN EAST,D3  -ELEVATOR,41,1927,"28,570","1,266,794",44.34,"321,698",11.26,"945,096","7,687,000",269.06,0.24,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01321-0042,212 EAST 48 STREET,MIDTOWN EAST,D4  -ELEVATOR,46,1924,"51,576","2,226,020",43.16,"581,777",11.28,"1,644,243","13,383,000",259.48,1-01329-0035,222 EAST 56 STREET,MIDTOWN EAST,D3  -ELEVATOR,60,1910,"30,635","1,281,462",41.83,"418,168",13.65,"863,294","7,032,000",229.54,0.39,1-00918-0007,207 EAST 37 STREET,MURRAY HILL,D3  -ELEVATOR,48,1925,"36,020","1,602,530",44.49,"380,011",10.55,"1,222,519","9,942,000",276.01,0.49,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01323-0015,235 EAST 49 STREET,MIDTOWN EAST,D4  -ELEVATOR,80,1927,"73,800","3,137,976",42.52,"1,230,246",16.67,"1,907,730","15,540,000",210.57,1-01321-0034,230 EAST 48 STREET,MIDTOWN EAST,D7  -ELEVATOR,68,1928,"68,564","2,644,513",38.57,"1,122,393",16.37,"1,522,121","12,411,000",181.01,0.1,1-01344-0033,340 EAST 52 STREET,MIDTOWN EAST,D7  -ELEVATOR,67,1941,"51,338","2,385,163",46.46,"896,875",17.47,"1,488,289","12,093,000",235.56,0.17,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01323-0036,230 EAST 50 STREET,MIDTOWN EAST,D4  -ELEVATOR,43,1927,"53,694","2,418,378",45.04,"835,479",15.56,"1,582,899","12,873,000",239.75,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1  -ELEVATOR,25,1928,"15,402","693,706",45.04,"239,655",15.56,"454,051","3,676,000",238.67,0.1,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,316,467",46.26,"358,855",12.61,"957,612","8,261,000",290.29,0.05,1-01347-0034,342 EAST 55 STREET,MIDTOWN EAST,D5  -ELEVATOR,26,1930,"13,000","582,010",44.77,"122,980",9.46,"459,030","3,533,000",271.77,0.28
1-01324-0009,221 EAST 50 STREET,MIDTOWN EAST,D4  -ELEVATOR,47,1957,"35,840","1,454,746",40.59,"547,277",15.27,"907,469","7,392,000",206.25,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","1,951,637",39.10,"701,791",14.06,"1,249,847","9,817,000",196.68,0.2,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","467,237",41.98,"160,606",14.43,"306,632","3,574,000",321.11,0.15,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,887,451",40.59,"1,086,262",15.27,"1,801,189","12,191,000",171.37,0.14
1-01324-0011,223 EAST 50 STREET,MIDTOWN EAST,D4  -ELEVATOR,25,1928,"14,852","777,651",52.36,"245,949",16.56,"531,702","4,296,000",289.25,1-01325-0043,220 EAST 52 STREET,MIDTOWN EAST,D1  -ELEVATOR,29,1921,"16,800","879,648",52.36,"278,208",16.56,"601,440","3,155,000",187.80,0.05,1-01324-0014,231 EAST 50 STREET,MIDTOWN EAST,D5  -ELEVATOR,22,1950,"14,579","749,944",51.44,"250,030",17.15,"499,914","4,103,000",281.43,0,1-01321-0034,230 EAST 48 STREET,MIDTOWN EAST,D7  -ELEVATOR,68,1928,"68,564","3,749,765",54.69,"1,183,415",17.26,"2,566,351","12,411,000",181.01,0.15
1-01324-0030,246 EAST 51 STREET,MIDTOWN EAST,C6  -WALK-UP,25,1926,"15,210","854,650",56.19,"258,722",17.01,"595,928","4,796,000",315.32,1-01324-0013,227 EAST 50 STREET,MIDTOWN EAST,C7  -WALK-UP,25,1910,"18,263","1,026,198",56.19,"310,654",17.01,"715,544","5,759,000",315.34,0,1-01324-0039,224 EAST 51 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1901,"18,450","855,896",46.39,"300,735",16.30,"555,161","4,511,000",244.50,0,1-01362-0001,401 EAST 50 STREET,MIDTOWN EAST,C7  -WALK-UP,30,1930,"14,937","1,005,559",67.32,"406,884",27.24,"598,675","4,761,000",318.74,0.25
1-01325-0024,963 2 AVENUE,MIDTOWN EAST,D4  -ELEVATOR,195,1960,"206,945","9,068,330",43.82,"2,899,299",14.01,"6,169,030","50,212,000",242.63,1-01344-0030,939 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,142,1962,"142,767","6,256,050",43.82,"2,000,166",14.01,"4,255,884","30,550,000",213.99,0.14,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,121,1959,"115,860","5,430,358",46.87,"1,673,018",14.44,"3,757,340","28,377,000",244.92,0.15,1-01324-0014,231 EAST 50 STREET,MIDTOWN EAST,D5  -ELEVATOR,22,1950,"14,579","636,519",43.66,"204,398",14.02,"432,122","4,103,000",281.43,0.05
1-01327-0037,220 EAST 54 STREET,MIDTOWN EAST,D4  -ELEVATOR,146,1962,"115,020","5,403,640",46.98,"2,045,056",17.78,"3,358,584","27,270,000",237.09,1-01344-0030,939 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,142,1962,"142,767","5,469,404",38.31,"1,721,770",12.06,"3,747,634","30,550,000",213.99,0.17,1-01366-0047,994 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,132,1956,"111,792","5,251,988",46.98,"1,987,662",17.78,"3,264,326","26,508,000",237.12,0.28,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,121,1959,"115,860","5,856,723",50.55,"2,349,641",20.28,"3,507,082","28,377,000",244.92,0.2
1-01328-0017,231 EAST 54 STREET,MIDTOWN EAST,C6  -WALK-UP,15,1900,"6,040","327,791",54.27,"109,928",18.20,"217,863","1,758,000",291.06,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","764,264",53.61,"295,527",20.73,"468,737","3,743,000",262.56,0.15,1-01460-0011,417 EAST 65 STREET,UPPER EAST SIDE (59-79),C1  -WALK-UP,30,1910,"15,600","856,908",54.93,"244,452",15.67,"612,456","5,479,000",351.22,0.61,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01328-0018,233 EAST 54 STREET,MIDTOWN EAST,C6  -WALK-UP,13,1900,"6,040","327,791",54.27,"109,928",18.20,"217,863","1,758,000",291.06,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","764,264",53.61,"295,527",20.73,"468,737","3,743,000",262.56,0.15,1-01460-0011,417 EAST 65 STREET,UPPER EAST SIDE (59-79),C1  -WALK-UP,30,1910,"15,600","856,908",54.93,"244,452",15.67,"612,456","5,479,000",351.22,0.61,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01328-0019,235 EAST 54 STREET,MIDTOWN EAST,C6  -WALK-UP,16,1900,"6,040","345,367",57.18,"114,760",19.00,"230,607","1,854,000",306.95,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","781,942",54.85,"317,481",22.27,"464,460","3,743,000",262.56,0.15,1-01460-0011,417 EAST 65 STREET,UPPER EAST SIDE (59-79),C1  -WALK-UP,30,1910,"15,600","928,356",59.51,"245,388",15.73,"682,968","5,479,000",351.22,0.61,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01328-0020,237 EAST 54 STREET,MIDTOWN EAST,C6  -WALK-UP,16,1900,"6,040","345,367",57.18,"114,760",19.00,"230,607","1,854,000",306.95,1-01325-0036,234 EAST 52 STREET,MIDTOWN EAST,C5  -WALK-UP,28,1913,"14,256","781,942",54.85,"317,481",22.27,"464,460","3,743,000",262.56,0.15,1-01460-0011,417 EAST 65 STREET,UPPER EAST SIDE (59-79),C1  -WALK-UP,30,1910,"15,600","928,356",59.51,"245,388",15.73,"682,968","5,479,000",351.22,0.61,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01328-0021,245 EAST 54 STREET,MIDTOWN EAST,D4  -ELEVATOR,450,1977,"406,179","19,764,670",48.66,"7,104,071",17.49,"12,660,599","102,631,000",252.67,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8  -ELEVATOR,227,1982,"239,874","11,672,269",48.66,"4,195,396",17.49,"7,476,873","53,863,000",224.55,0.17,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","15,532,997",47.91,"4,931,265",15.21,"10,601,732","66,595,000",205.41,0.2,1-01365-0009,420 EAST 54 STREET,MIDTOWN EAST,D7  -ELEVATOR,396,1982,"445,735","25,072,594",56.25,"5,415,680",12.15,"19,656,914",168163000,377.27,0.28
1-01328-0030,238 EAST 55 STREET,MIDTOWN EAST,D4  -ELEVATOR,99,1963,"68,225","3,213,398",47.10,"1,037,702",15.21,"2,175,695","17,666,000",258.94,1-01344-0020,347 EAST 51 STREET,MIDTOWN EAST,D3  -ELEVATOR,22,1950,"11,130","524,223",47.10,"169,287",15.21,"354,936","3,574,000",321.11,0.2,1-01347-0007,315 EAST 54 STREET,MIDTOWN EAST,D3  -ELEVATOR,39,1955,"20,000","914,800",45.74,"321,200",16.06,"593,600","4,254,000",212.70,0.14,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3  -ELEVATOR,79,1957,"98,808","4,751,677",48.09,"1,852,650",18.75,"2,899,027","15,253,000",154.37,0.32
1-01330-0004,935 3 AVENUE,MIDTOWN EAST,D4  -ELEVATOR,202,1960,"409,332","16,807,172",41.06,"6,794,911",16.60,"10,012,261","81,560,000",199.25,1-01425-0005,211 EAST 70 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,274,1975,"488,474","20,398,674",41.76,"7,107,297",14.55,"13,291,378",108272000,221.65,0.69,1-01011-0013,145 WEST 58 STREET,MIDTOWN WEST,D7  -ELEVATOR,111,1928,"122,813","4,955,505",40.35,"2,290,462",18.65,"2,665,042","26,272,000",213.92,0.74,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01330-0007,209 EAST 56 STREET,MIDTOWN EAST,D4  -ELEVATOR,109,1960,"87,100","4,009,213",46.03,"1,484,184",17.04,"2,525,029","20,519,000",235.58,1-01331-0039,210 EAST 58 STREET,MIDTOWN EAST,D6  -ELEVATOR,109,1959,"84,000","3,866,520",46.03,"1,431,360",17.04,"2,435,160","18,885,000",224.82,0.06,1-01350-0040,320 EAST 58 STREET,MIDTOWN EAST,D6  -ELEVATOR,128,1961,"109,350","5,880,843",53.78,"2,183,720",19.97,"3,697,124","20,239,000",185.08,0.15,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,121,1959,"115,860","5,280,899",45.58,"1,873,456",16.17,"3,407,443","28,377,000",244.92,0.33
1-01330-0038,220 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,164,1970,"124,060","5,951,158",47.97,"2,421,651",19.52,"3,529,507","28,635,000",230.82,1-01366-0047,994 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,132,1956,"111,792","5,251,988",46.98,"1,987,662",17.78,"3,264,326","26,508,000",237.12,0.29,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8  -ELEVATOR,227,1982,"239,874","11,744,231",48.96,"5,099,721",21.26,"6,644,510","53,863,000",224.55,0.14,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01331-0014,227 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,120,1931,"93,153","4,447,124",47.74,"1,573,354",16.89,"2,873,770","23,315,000",250.29,1-01331-0039,210 EAST 58 STREET,MIDTOWN EAST,D6  -ELEVATOR,109,1959,"84,000","4,010,160",47.74,"1,418,760",16.89,"2,591,400","18,885,000",224.82,0,1-01347-0030,989 1 AVENUE,MIDTOWN EAST,D7  -ELEVATOR,162,1928,"164,161","7,886,294",48.04,"2,564,195",15.62,"5,322,100","26,957,000",164.21,0.21,1-01311-0028,141 EAST 56 STREET,MIDTOWN CBD,D6  -ELEVATOR,115,1940,"107,485","4,988,379",46.41,"1,648,820",15.34,"3,339,559","26,972,000",250.94,0.13
1-01331-0017,235 EAST 57 STREET,MIDTOWN EAST,D4  -ELEVATOR,96,1960,"105,749","4,382,239",41.44,"1,486,831",14.06,"2,895,408","23,586,000",223.04,1-01350-0040,320 EAST 58 STREET,MIDTOWN EAST,D6  -ELEVATOR,128,1961,"109,350","5,427,041",49.63,"1,952,991",17.86,"3,474,050","20,239,000",185.08,0.14,1-01366-0047,994 1 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,132,1956,"111,792","4,069,229",36.40,"1,828,917",16.36,"2,240,312","26,508,000",237.12,0.32,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,121,1959,"115,860","4,801,238",41.44,"1,628,992",14.06,"3,172,247","28,377,000",244.92,0.38
1-01333-0001,301 EAST 40 STREET,MIDTOWN EAST,D4  -ELEVATOR,361,1963,"394,086","18,537,805",47.04,"7,243,301",18.38,"11,294,505","91,706,000",232.71,1-01314-0021,747 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,272,1972,"387,761","18,240,277",47.04,"7,127,047",18.38,"11,113,230","96,567,000",249.04,0.12,1-01317-0030,230 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,166,1963,"135,315","5,742,769",42.44,"1,870,053",13.82,"3,872,715","36,968,000",273.20,0.19,1-01338-0040,320 EAST 46 STREET,MIDTOWN EAST,D6  -ELEVATOR,250,1981,"253,256","12,201,874",48.18,"4,821,994",19.04,"7,379,880","59,403,000",234.56,0.25
1-01333-0018,2 TUDOR CITY PLACE,MIDTOWN EAST,D4  -ELEVATOR,334,1955,"336,543","14,437,695",42.90,"5,916,426",17.58,"8,521,269","69,358,000",206.09,1-00894-0032,137 EAST 38 STREET,MURRAY HILL,D3  -ELEVATOR,108,1936,"105,000","4,014,150",38.23,"1,887,900",17.98,"2,126,250","17,334,000",165.09,0.26,1-01342-0012,333 EAST 49 STREET,MIDTOWN EAST,D3  -ELEVATOR,204,1965,"191,762","8,226,590",42.90,"3,378,846",17.62,"4,847,743","39,467,000",205.81,0.45,1-00919-0042,224 EAST 39 STREET,MURRAY HILL,D8  -ELEVATOR,193,1971,"168,555","8,721,036",51.74,"2,592,376",15.38,"6,128,660","49,554,000",293.99,0.15
1-01333-0023,1 TUDOR CITY PLACE,MIDTOWN EAST,D4  -ELEVATOR,811,1930,"418,312","19,627,199",46.92,"8,060,872",19.27,"11,566,327","93,900,000",224.47,1-01336-0040,310 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,328,1929,"206,598","9,747,294",47.18,"3,877,844",18.77,"5,869,449","41,237,000",199.60,0.16,1-01314-0021,747 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,272,1972,"387,761","17,720,678",45.70,"7,216,232",18.61,"10,504,445","96,567,000",249.04,0.19,1-01338-0040,320 EAST 46 STREET,MIDTOWN EAST,D6  -ELEVATOR,250,1981,"253,256","11,862,511",46.84,"4,880,243",19.27,"6,982,268","59,403,000",234.56,0.26
1-01333-0042,304 EAST 41 STREET,MIDTOWN EAST,D4  -ELEVATOR,200,1928,"128,798","5,176,392",40.19,"2,069,784",16.07,"3,106,608","25,327,000",196.64,1-01335-0039,328 EAST 43 STREET,MIDTOWN EAST,D3  -ELEVATOR,62,1928,"48,892","1,616,370",33.06,"587,682",12.02,"1,028,688","8,371,000",171.21,0.1,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,006,044",40.19,"802,118",16.07,"1,203,926","9,817,000",196.68,0.32,1-00918-0007,207 EAST 37 STREET,MURRAY HILL,D3  -ELEVATOR,48,1925,"36,020","1,602,530",44.49,"380,011",10.55,"1,222,519","9,942,000",276.01,0.19
1-01334-0010,325 EAST 41 STREET,MIDTOWN EAST,D4  -ELEVATOR,94,1929,"110,934","3,900,439",35.16,"1,798,240",16.21,"2,102,199","17,124,000",154.36,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3  -ELEVATOR,79,1957,"98,808","3,474,089",35.16,"1,601,678",16.21,"1,872,412","15,253,000",154.37,0.47,1-00894-0032,137 EAST 38 STREET,MURRAY HILL,D3  -ELEVATOR,108,1936,"105,000","4,014,150",38.23,"1,887,900",17.98,"2,126,250","17,334,000",165.09,0.28,1-01366-0039,412 EAST 55 STREET,MIDTOWN EAST,D3  -ELEVATOR,87,1956,"89,400","2,905,500",32.50,"1,441,128",16.12,"1,464,372","11,905,000",133.17,0.67
1-01334-0013,333 EAST 41 STREET,MIDTOWN EAST,D4  -ELEVATOR,28,1926,"29,040","1,198,481",41.27,"422,822",14.56,"775,658","6,319,000",217.60,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1  -ELEVATOR,63,1938,"49,914","2,006,044",40.19,"802,118",16.07,"1,203,926","9,817,000",196.68,0.28,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1  -ELEVATOR,25,1928,"15,402","652,121",42.34,"200,842",13.04,"451,279","3,676,000",238.67,0.33,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01334-0022,25 TUDOR CITY PLACE,MIDTOWN EAST,D4  -ELEVATOR,447,1928,"249,299","11,540,051",46.29,"4,248,055",17.04,"7,291,996","59,251,000",237.67,1-01336-0040,310 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,328,1929,"206,598","9,606,807",46.50,"3,417,131",16.54,"6,189,676","41,237,000",199.60,0.11,1-01338-0040,320 EAST 46 STREET,MIDTOWN EAST,D6  -ELEVATOR,250,1981,"253,256","11,690,297",46.16,"4,315,482",17.04,"7,374,815","59,403,000",234.56,0.21,1-01314-0021,747 2 AVENUE,MIDTOWN EAST,D6  -ELEVATOR,272,1972,"387,761","17,457,000",45.02,"6,351,525",16.38,"11,105,475","96,567,000",249.04,0.19
1-01334-0041,312 EAST 42 STREET,MIDTOWN EAST,D4  -ELEVATOR,459,1929,"261,401","10,727,897",41.04,"3,735,420",14.29,"6,992,477","56,961,000",217.91,1-00894-0032,137 EAST 38 STREET,MURRAY HILL,D3  -ELEVATOR,108,1936,"105,000","4,014,150",38.23,"1,887,900",17.98,"2,126,250","17,334,000",165.09,0.28,1-01342-0012,333 EAST 49 STREET,MIDTOWN EAST,D3  -ELEVATOR,204,1965,"191,762","8,226,590",42.90,"3,378,846",17.62,"4,847,743","39,467,000",205.81,0.4,1-01447-0005,311 EAST 72 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,131,1929,"121,234","4,975,443",41.04,"1,732,434",14.29,"3,243,010","26,420,000",217.93,1.54
1-01335-0022,45 TUDOR CITY PLACE,MIDTOWN EAST,D4  -ELEVATOR,406,1927,"215,715","8,747,243",40.55,"3,300,440",15.30,"5,446,804","44,370,000",205.69,1-01336-0040,310 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,328,1929,"206,598","8,377,549",40.55,"3,160,949",15.30,"5,216,600","41,237,000",199.60,0.07,1-01337-0006,307 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,318,1929,"186,255","7,720,270",41.45,"2,827,351",15.18,"4,892,919","37,418,000",200.90,0.11,1-01338-0040,320 EAST 46 STREET,MIDTOWN EAST,D6  -ELEVATOR,250,1981,"253,256","10,183,424",40.21,"4,003,977",15.81,"6,179,446","59,403,000",234.56,0.16
1-01336-0010,315 EAST 43 STREET,MIDTOWN EAST,D4  -ELEVATOR,143,1928,"94,516","3,347,757",35.42,"1,359,140",14.38,"1,988,617","16,199,000",171.39,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","2,519,673",35.42,"1,022,950",14.38,"1,496,722","12,191,000",171.37,0.35,1-01362-0012,20 BEEKMAN PLACE,MIDTOWN EAST,D3  -ELEVATOR,79,1957,"98,808","3,474,089",35.16,"1,601,678",16.21,"1,872,412","15,253,000",154.37,0.37,1-00894-0032,137 EAST 38 STREET,MURRAY HILL,D3  -ELEVATOR,108,1936,"105,000","4,014,150",38.23,"1,887,900",17.98,"2,126,250","17,334,000",165.09,0.36
1-01336-0015,333 EAST 43 STREET,MIDTOWN EAST,D4  -ELEVATOR,217,1928,"149,000","7,520,030",50.47,"3,038,110",20.39,"4,481,920","36,278,000",243.48,1-01336-0040,310 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,328,1929,"206,598","9,185,347",44.46,"4,115,432",19.92,"5,069,915","41,237,000",199.60,0,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,182,1986,"169,828","8,523,667",50.19,"3,462,793",20.39,"5,060,874","40,994,000",241.39,0.15,1-01317-0030,230 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,166,1963,"135,315","6,815,817",50.37,"2,248,935",16.62,"4,566,881","36,968,000",273.20,0.14
1-01338-0005,305 EAST 45 STREET,MIDTOWN EAST,D4  -ELEVATOR,348,1929,"387,094","18,228,256",47.09,"6,886,402",17.79,"11,341,854","92,090,000",237.90,1-01338-0040,320 EAST 46 STREET,MIDTOWN EAST,D6  -ELEVATOR,250,1981,"253,256","11,839,718",46.75,"4,634,585",18.30,"7,205,133","59,403,000",234.56,0,1-01337-0006,307 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,318,1929,"186,255","8,938,377",47.99,"3,289,263",17.66,"5,649,114","37,418,000",200.90,0.05,1-01336-0040,310 EAST 44 STREET,MIDTOWN EAST,D6  -ELEVATOR,328,1929,"206,598","9,728,700",47.09,"3,675,378",17.79,"6,053,321","41,237,000",199.60,0.1
